person,school_type,ps_sum
"[""person410""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person411""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person412""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person413""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person414""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person415""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person416""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person417""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person418""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person419"", ""person419""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.5920000000000001, 0.40800000000000003]"
"[""person420""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person421""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person422""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person423"", ""person423""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.166, 0.834]"
"[""person424""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person425""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person426""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person427""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person428""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person429""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person430"", ""person430""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.934, 0.066]"
"[""person431""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person432"", ""person432""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.068, 0.932]"
"[""person433""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person434""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person435"", ""person435""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.238, 0.762]"
"[""person436""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person437""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person438""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person439""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person440""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person441"", ""person441""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.034, 0.966]"
"[""person442""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person443""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person444"", ""person444""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.274, 0.726]"
"[""person445""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person446""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person447""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person448""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person449""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person450""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person451""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person452""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person453""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person454"", ""person454""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.842, 0.158]"
"[""person455""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person456""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person457""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person458""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person459""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person460""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person461""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person462""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person463"", ""person463""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.8599999999999999, 0.13999999999999999]"
"[""person464""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person465"", ""person465""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.11, 0.89]"
"[""person466""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person467""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person468""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person469""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person470""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person471""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person472""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person473""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person474""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person475"", ""person475""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.214, 0.786]"
"[""person476""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person477"", ""person477""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.296, 0.704]"
"[""person478""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person479""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person480""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person481""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person482""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person483""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person484"", ""person484""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.088, 0.912]"
"[""person485""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person486""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person487""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person488""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person489""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person490""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person491""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person492""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person493""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person494"", ""person494""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.512, 0.488]"
"[""person495"", ""person495""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.62, 0.38]"
"[""person496""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person497""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person498""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person499""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person500""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person501""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person502"", ""person502""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.892, 0.108]"
"[""person503""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person504"", ""person504""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.5920000000000001, 0.40800000000000003]"
"[""person505""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person506""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person507"", ""person507""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.92, 0.08]"
"[""person508""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person509""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person510""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person511""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person512""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person513""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person514""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person515"", ""person515""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.108, 0.892]"
"[""person516""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person517""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person518""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person519"", ""person519""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.484, 0.516]"
"[""person520""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person521"", ""person521""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.5920000000000001, 0.40800000000000003]"
"[""person522""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person523""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person524""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person525""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person526"", ""person526""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.202, 0.798]"
"[""person527""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person528""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person529"", ""person529""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.86, 0.14]"
"[""person530"", ""person530""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.36, 0.64]"
"[""person531""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person532"", ""person532""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.346, 0.654]"
"[""person533""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person534""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person535""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person536""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person537""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person538""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person539""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person540""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person541"", ""person541""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.5920000000000001, 0.40800000000000003]"
"[""person542"", ""person542""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.5920000000000001, 0.40800000000000003]"
"[""person543""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person544""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person545""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person546"", ""person546""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.598, 0.402]"
"[""person547""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person548""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person549""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person550""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person551"", ""person551""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.844, 0.156]"
"[""person552""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person553""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person554""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person555""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person556""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person557""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person558""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person559""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person560"", ""person560""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.236, 0.764]"
"[""person561"", ""person561""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.932, 0.068]"
"[""person562""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person563""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person564""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person565""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person566""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person567""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person568""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person569"", ""person569""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.082, 0.918]"
"[""person570""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person571""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person572""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person573""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person574""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person575""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person576"", ""person576""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.872, 0.128]"
"[""person577""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person578""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person579""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person580""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person581""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person582""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person583""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person584""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person585"", ""person585""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.5920000000000001, 0.40800000000000003]"
"[""person586""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person587""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person588"", ""person588""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.5920000000000001, 0.40800000000000003]"
"[""person589""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person590""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person591""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person592""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person593""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person594""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person595""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person596""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person597""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person598""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person599""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person600""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person601""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person602""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person603""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person604"", ""person604""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.6479999999999999, 0.352]"
"[""person605""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person606""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person607""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person608""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person609""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person610"", ""person610""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.078, 0.922]"
"[""person611"", ""person611""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.8359999999999999, 0.16399999999999998]"
"[""person612""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person613""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person614""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person615""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person616""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person617"", ""person617""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.202, 0.798]"
"[""person618""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person619""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person620""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person621""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person622"", ""person622""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.21, 0.79]"
"[""person623""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person624""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person625""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person626"", ""person626""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.992, 0.008]"
"[""person627""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person628""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person629"", ""person629""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.212, 0.788]"
"[""person630""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person631""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person632""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person633""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person634""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person635""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person636""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person637"", ""person637""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.15, 0.85]"
"[""person638""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person639""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person640"", ""person640""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.88, 0.12]"
"[""person641""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person642""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person643"", ""person643""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.118, 0.882]"
"[""person644""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person645""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person646""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person647""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person648""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person649""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person650""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person651""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person652""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person653""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person654"", ""person654""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.236, 0.764]"
"[""person655"", ""person655""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.124, 0.876]"
"[""person656""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person657""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person658""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person659""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person660""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person661""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person662""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person663""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person664""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person665""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person666""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person667""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person668"", ""person668""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.5920000000000001, 0.40800000000000003]"
"[""person669""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person670"", ""person670""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.064, 0.9359999999999999]"
"[""person671""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person672""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person673""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person674""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person675""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person676""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person677""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person678""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person679""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person680""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person681""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person682""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person683""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person684""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person685""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person686""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person687""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person688""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person689""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person690"", ""person690""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.104, 0.896]"
"[""person691""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person692""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person693""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person694"", ""person694""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.322, 0.678]"
"[""person695""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person696"", ""person696""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.5920000000000001, 0.40800000000000003]"
"[""person697"", ""person697""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.398, 0.602]"
"[""person698""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person699""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person700""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person701""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person702""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person703""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person704""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person705"", ""person705""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.656, 0.344]"
"[""person706""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person707""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person708""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person709""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person710"", ""person710""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.29, 0.71]"
"[""person711"", ""person711""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.5920000000000001, 0.40800000000000003]"
"[""person712""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person713""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person714""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person715"", ""person715""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.998, 0.002]"
"[""person716""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person717"", ""person717""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.924, 0.076]"
"[""person718""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person719""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person720""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person721""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person722""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person723""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person724"", ""person724""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.044, 0.956]"
"[""person725""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person726""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person727""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person728""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person729""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person730""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person731""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person732""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person733""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person734""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person735"", ""person735""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.5920000000000001, 0.40800000000000003]"
"[""person736"", ""person736""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.662, 0.33799999999999997]"
"[""person737"", ""person737""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.532, 0.46799999999999997]"
"[""person738""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person739""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person740""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person741""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person742""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person743""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person744""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person745""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person746""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person747""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person748"", ""person748""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.198, 0.802]"
"[""person749""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person750""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person751""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person752""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person753"", ""person753""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.636, 0.364]"
"[""person754""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person755""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person756""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person757""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person758"", ""person758""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.82, 0.18]"
"[""person759"", ""person759""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.9480000000000001, 0.052]"
"[""person760""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person761""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person762""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person763""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person764""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person765""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person766"", ""person766""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.696, 0.304]"
"[""person767"", ""person767""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.21, 0.79]"
"[""person768""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person769""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person770"", ""person770""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.632, 0.368]"
"[""person771""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person772"", ""person772""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.23399999999999999, 0.766]"
"[""person773""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person774"", ""person774""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.598, 0.402]"
"[""person775""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person776""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person777""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person778""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person779"", ""person779""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.622, 0.378]"
"[""person780""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person781""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person782""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person783""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person784""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person785""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person786""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person787""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person788""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person789""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person790"", ""person790""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.37, 0.63]"
"[""person791""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person792""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person793""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person794""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person795""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person796""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person797""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person798""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person799""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person800""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person801""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person802""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person803""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person804""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person805"", ""person805""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.06, 0.94]"
"[""person806"", ""person806""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.934, 0.066]"
"[""person807""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person808""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person809""]","Union{Missing, String}[""type 1""]",[1.0]
